Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Status
benccryh-encyclopedia-of-crystals-by-judy-hall,Encyclopedia of Crystals by Judy Hall,"In The Encyclopedia of Crystals, Judy Hall draws on over 30 years' experience of working with crystals to provide the definitive reference. Lavishly illustrated, featuring newly discovered stones and providing new materials on geology and fluorescent properties, this is an essential addition to the libraries of everyone working with crystals. Organized by crystal color for easy reference, this gorgeous guide relates the colors of crystals to the chakras, tells readers how to cleanse and activate them, and provides helpful, authoritative advice on healing with crystals.",AzureGreen,Metaphysical Supplies,"Crystals, Stones & Gemstones,Crystal Books, Grids & Mats,All Books & Journals,Earth Relics,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BENCCRYH,1315,shopify,5,deny,azuregreen,67.98,,TRUE,TRUE,,https://www.azuregreen.net/images/BENCCRYH.jpg,1,Encyclopedia of Crystals by Judy Hall,FALSE,active
bessbooc-essential-book-of-crystals-hc-by-emily-anderson,Essential Book of Crystals (hc) by Emily Anderson,"From amethysts to rhodochrosite, this elegant hardback introduces an array of crystals and their practical uses. Whether you wish to restore emotional balance, boost creativity or manifest desires, this is the ideal book to get you started on your journey with these sparkling energy allies. Covering a range of crystals, from the well-known rose quartz to the more unusual amazonite, this essential guide passes on centuries-old wisdom, updated to suit the modern world. A 5.2"" x 6.5"" Hardcover book with 160 pages.",AzureGreen,Metaphysical Supplies,"Crystals, Stones & Gemstones,Crystal Books, Grids & Mats,All Books & Journals,Earth Relics,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BESSBOOC,362,shopify,2,deny,azuregreen,29.44,,TRUE,TRUE,,https://www.azuregreen.net/images/BESSBOOC.jpg,1,Essential Book of Crystals (hc) by Emily Anderson,FALSE,active
bessboot-essential-book-of-tarot-hc-by-alice-ekrek,Essential Book of Tarot (hc) by Alice Ekrek,"This is a clear and accessible guide to the tarot, revealing the history of the cards and explaining how to use them. From a Relationship spread to the traditional Celtic Cross and a more modern Astrological spread, there are a number of ways to practice readings and learn to connect more fully with the cards. More detailed analysis is provided by the reader being shown how timing and reversed, or upside down, cards work. Part of a series of books on classic Mind, Body, Spirit subjects, this full-color book will appeal to anyone who has a pack of tarot cards at home and is unable to decipher what they mean or how to use them. A 5.5"" x 6.5"" Hardcover book with 160 pages.",AzureGreen,Metaphysical Supplies,"Tarot & Divination books,Tarot & Divination Books,Crystal Books, Grids & Mats,All Books & Journals,Earth Relics,Divination Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BESSBOOT,362,shopify,2,deny,azuregreen,29.44,,TRUE,TRUE,,https://www.azuregreen.net/images/BESSBOOT.jpg,1,Essential Book of Tarot (hc) by Alice Ekrek,FALSE,active
bessguicm-essential-guide-to-crystals-minerals-stones-by-margaret-ann-lembo,"Essential Guide to Crystals, Minerals & Stones by Margaret Ann Lembo","This ultimate go-to reference features 160 stones you can use to improve your life on all levels�mentally, physically, emotionally, and spiritually. Packed with practical information�from each stone's Mohs scale rating to its divinatory meaning�this unique guide has 190 beautiful full-color photos of specimens commonly found in metaphysical stores. Each page provides concise information: stone name, color, chakra, planet, element, zodiac sign, number, divinatory meaning, and mental, emotional, physical and spiritual uses. A series of positive affirmations is given for each stone, as well as guidance on how to use gemstones as oracles for personal development and spiritual awakening.",AzureGreen,Metaphysical Supplies,"Crystals, Stones & Gemstones,Crystal Books, Grids & Mats,All Books & Journals,Earth Relics,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BESSGUICM,952,shopify,10,deny,azuregreen,58.91,,TRUE,TRUE,,https://www.azuregreen.net/images/BESSGUICM.jpg,1,"Essential Guide to Crystals, Minerals & Stones by Margaret Ann Lembo",FALSE,active
bhowmedc-how-to-meditate-with-crystals-by-jolie-demarco,How to Meditate with Crystals by Jolie DeMarco,"This fabulous book includes thirty-three powerful meditations and in-depth discussions for dozens of individual crystals. For each meditation, Jolie shares the best high-vibe crystals to use and specific tips for setting your intention, opening the meditation, and expressing gratitude. The combination of crystals and meditation can improve your level of happiness and ignite success. How to Meditate with Crystals features helpful guided meditations, chakra and color meditations, meditations for manifesting love, meditations to connect with spirit guides or loved ones who have passed over, body movement meditations, and several others. Whether you're just beginning your practice or have been meditating for many years, this book will support your journey toward a more balanced, fulfilled, authentic, and spiritually connected version of yourself. A 5.98"" x 8.9"" Paperback book with 216 pages.",AzureGreen,Metaphysical Supplies,"Crystals, Stones & Gemstones,Crystal Books, Grids & Mats,All Books & Journals,Earth Relics,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BHOWMEDC,408,shopify,5,deny,azuregreen,40.78,,TRUE,TRUE,,https://www.azuregreen.net/images/BHOWMEDC.jpg,1,How to Meditate with Crystals by Jolie DeMarco,FALSE,active
bllelitc-llewellyn-s-little-book-of-crystalss-hc-by-margaret-ann-lembo,Llewellyn's Little Book of Crystalss (hc) by Margaret Ann Lembo,"Discover the best crystals to enhance your life with this full-color guide by expert Margeret Ann Lembo. Featuring 40 popular crystals and their correspondences, this essential companion offers exercises and tips to boost focus, strengthen intentions and develope intuition. Whether you seek prosperity, clarity, love or better health, this little book holds limitless crystal magic. A 4.7"" X 6.4"" hardcover book with 216 pages.",AzureGreen,Metaphysical Supplies,"Crystals, Stones & Gemstones,Crystal Books, Grids & Mats,Little Bit, Little Book & Llewellyn Series,All Books & Journals,Earth Relics,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BLLELITC,362,shopify,14,deny,azuregreen,36.24,,TRUE,TRUE,,https://www.azuregreen.net/images/BLLELITC.jpg,1,Llewellyn's Little Book of Crystalss (hc) by Margaret Ann Lembo,FALSE,active
bpenmagn-pendulum-magic-hc-by-fortuna-noir,Pendulum Magic (hc) by Fortuna Noir,"Used for dowsing and divination, the pendulum is a magical tool essential to every witch�s practice. With the help of Pendulum Magic, discover how to direct the power you already have within you. In this beginner-friendly handbook, find rituals for balancing chakras, meditations, and methods for clearing negative energies accompanied by beautiful illustrations. Explore the world of magic with a variety of spells and approaches for hands-on practices to master the powers of the world. A 4.6"" x 5.55"" Hardcover book with 160 pages.",AzureGreen,Metaphysical Supplies,"Tarot & Divination books,Tarot & Divination Books,Pendulum & Dowsing Books,Crystal Books, Grids & Mats,All Books & Journals,Earth Relics,Divination Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BPENMAGN,226,shopify,6,deny,azuregreen,29.44,,TRUE,TRUE,,https://www.azuregreen.net/images/BPENMAGN.jpg,1,Pendulum Magic (hc) by Fortuna Noir,FALSE,active
bsellovc-self-love-crystals-hc-by-katie-huang,Self-Love Crystals (hc) by Katie Huang,"Unlock the boundless potential of self-love and wisdom of your heart with Self-Love Crystals, a compassionate guide to embracing your inner worth. From Rose Quartz for self-love and citrine for self-confidence, to tiger's eye for self-assurance and amethyst for self-belief, discover through nurturing spells, heart-opening meditations, and empowering rituals how to harness the powers of 30 healing crystals, and find the perfect crystal for all your spiritual and self-care needs. You deserve it! A 6.1"" x 8"" Hardcover book with 144 pages.",AzureGreen,Metaphysical Supplies,"Crystals, Stones & Gemstones,Crystal Books, Grids & Mats,All Books & Journals,Earth Relics,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BSELLOVC,453,shopify,9,deny,azuregreen,49.87,,TRUE,TRUE,,https://www.azuregreen.net/images/BSELLOVC.jpg,1,Self-Love Crystals (hc) by Katie Huang,FALSE,active
bteewitc-teen-witches-guide-to-crystals-by-chown-williamson,Teen Witches' Guide to Crystals by Chown & Williamson,"Tune into the mysterious powers of the Earth with this invaluable guide to crystals and gemstones. With everthing you need to know about this exciting branch of witchcraft. This is a must have for every girl who's ready to explore the hidden magic of the universe and dicover the dazzling power of crystals. 5.36"" x 7.37"" Recommended for ages 10-14",AzureGreen,Metaphysical Supplies,"Kids Books, Mythical Creatures, Dragons & Fairies,Crystals, Stones & Gemstones,All Books & Journals,Earth Relics,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BTEEWITC,226,shopify,11,deny,azuregreen,22.64,,TRUE,TRUE,,https://www.azuregreen.net/images/BTEEWITC.jpg,1,Teen Witches' Guide to Crystals by Chown & Williamson,FALSE,active
bthrbon-throwing-bones-crystals-stones-curios-by-mystic-dylan,"Throwing Bones, Crystals, Stones, & Curios by Mystic Dylan","Create a divination system that delves deep into your psyche to help you peer into the future, explore your past, and address issues in your present. Fortune casting, or throwing bones and other objects for divination, is an age-old magical practice. �Bones� are like totems and can be any item: something from nature, like shells, roots, or crystals, or trinkets and found objects, like dice, coins, or keys. Whatever you use, casting will help you create a definitive divination system based on your personal practice. It is through casting that you can truly enhance your intuition and connect to the spiritual, earthly, and supernatural realms. Through collecting your objects, you are building a unique alphabet and language that will help you answer important questions. This beautifully illustrated, practical how-to book contains everything you need to know to get started with fortune casting. A paperback book with 128 pages.",AzureGreen,Metaphysical Supplies,"Tarot & Divination books,All Divination,Tarot & Divination Books,Pendulum & Dowsing Books,Books for Beginners,All Books & Journals,Divination Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BTHRBON,498,shopify,10,deny,azuregreen,45.22,,TRUE,TRUE,,https://www.azuregreen.net/images/BTHRBON.jpg,1,"Throwing Bones, Crystals, Stones, & Curios by Mystic Dylan",FALSE,active
cpc3bc-black-cat-pillar-candle-3-x-6,"Black Cat pillar candle 3"" x 6""","A large pillar candle made from the purest soy wax available and pure essential clove oil with a cotton wick. The purrfect candle for your sacred space! 3"" x 6""",AzureGreen,Metaphysical Supplies,"Pillar Candles,Reiki Charged pillars,All Crystal Journey Candles,All Candles & Candle Accessories,Earth Relics,Illuminations,The Way to Resonance",TRUE,Title,Default Title,CPC3BC,771,shopify,32,deny,azuregreen,72.42,,TRUE,TRUE,,https://www.azuregreen.net/images/CPC3BC.jpg,1,"Black Cat pillar candle 3"" x 6""",FALSE,active
cpc3cro-crown-chakra-pillar-candle-3-x-6,"Crown Chakra pillar candle 3"" x 6""",A vivid and brilliantly colored pillar from Crystal Journey Candles dedicated to the Crown Chakra. The removable paper label  contains detailed information about the Crown Charka and its energy. PAPER LABEL SHOULD BE REMOVED BEFORE LIGHTING!,AzureGreen,Metaphysical Supplies,"Chakra Pillars,Chakra Candles,Chakra, Meditation, & Reiki Products,Chakra & Reiki,All Crystal Journey Candles,All Candles & Candle Accessories,Earth Relics,Illuminations,The Way to Resonance",FALSE,Title,Default Title,CPC3CRO,771,shopify,0,deny,azuregreen,72.42,,TRUE,TRUE,,https://www.azuregreen.net/images/CPC3CRO.jpg,1,"Crown Chakra pillar candle 3"" x 6""",FALSE,active
cpc3hea-heart-chakra-pillar-candle-3-x-6,"Heart Chakra pillar candle 3"" x 6""",A vivid and brilliantly colored pillar from Crystal Journey Candles dedicated to the Heart Chakra. The removable paper label  contains detailed information about the Heart Charka and its energy. PAPER LABEL SHOULD BE REMOVED BEFORE LIGHTING!,AzureGreen,Metaphysical Supplies,"Chakra Pillars,Chakra Candles,Chakra, Meditation, & Reiki Products,Chakra & Reiki,All Crystal Journey Candles,All Candles & Candle Accessories,Earth Relics,Illuminations,The Way to Resonance",TRUE,Title,Default Title,CPC3HEA,771,shopify,4,deny,azuregreen,72.42,,TRUE,TRUE,,https://www.azuregreen.net/images/CPC3HEA.jpg,1,"Heart Chakra pillar candle 3"" x 6""",FALSE,active
cpc3roo-root-chakra-pillar-candle-3-x-6,"Root Chakra pillar candle 3"" x 6""",A vivid and brilliantly colored pillar from Crystal Journey Candles dedicated to the Root Chakra. The removable paper label  contains detailed information about the Root Charka and its energy. PAPER LABEL SHOULD BE REMOVED BEFORE LIGHTING!,AzureGreen,Metaphysical Supplies,"Chakra Pillars,Chakra Candles,Chakra, Meditation, & Reiki Products,Chakra & Reiki,All Crystal Journey Candles,All Candles & Candle Accessories,Earth Relics,Illuminations,The Way to Resonance",TRUE,Title,Default Title,CPC3ROO,771,shopify,8,deny,azuregreen,72.42,,TRUE,TRUE,,https://www.azuregreen.net/images/CPC3ROO.jpg,1,"Root Chakra pillar candle 3"" x 6""",FALSE,active
cpc3sac-sacral-chakra-pillar-candle-3-x-6,"Sacral Chakra pillar candle 3"" x 6""",A vivid and brilliantly colored pillar from Crystal Journey Candles dedicated to the Sacral Chakra. The removable paper label  contains detailed information about the Sacral Charka and its energy. PAPER LABEL SHOULD BE REMOVED BEFORE LIGHTING!,AzureGreen,Metaphysical Supplies,"Chakra Pillars,Chakra Candles,Chakra, Meditation, & Reiki Products,Chakra & Reiki,All Crystal Journey Candles,All Candles & Candle Accessories,Earth Relics,Illuminations,The Way to Resonance",TRUE,Title,Default Title,CPC3SAC,771,shopify,6,deny,azuregreen,72.42,,TRUE,TRUE,,https://www.azuregreen.net/images/CPC3SAC.jpg,1,"Sacral Chakra pillar candle 3"" x 6""",FALSE,active
cpc3sol-solar-plexus-chakra-pillar-candle-3-x-6,"Solar Plexus Chakra pillar candle 3"" x 6""",A vivid and brilliantly colored pillar from Crystal Journey Candles dedicated to the Solar Plexus Chakra. The removable paper label  contains detailed information about the Solar Plexus Charka and its energy. PAPER LABEL SHOULD BE REMOVED BEFORE LIGHTING!,AzureGreen,Metaphysical Supplies,"Chakra Pillars,Chakra Candles,Chakra, Meditation, & Reiki Products,Chakra & Reiki,All Crystal Journey Candles,All Candles & Candle Accessories,Earth Relics,Illuminations,The Way to Resonance",TRUE,Title,Default Title,CPC3SOL,771,shopify,18,deny,azuregreen,72.42,,TRUE,TRUE,,https://www.azuregreen.net/images/CPC3SOL.jpg,1,"Solar Plexus Chakra pillar candle 3"" x 6""",FALSE,active
cpc3thi-third-eye-chakra-pillar-candle-3-x-6,"Third Eye Chakra pillar candle 3"" x 6""",A vivid and brilliantly colored pillar from Crystal Journey Candles dedicated to the Third Eye Chakra. The removable paper label  contains detailed information about the Third Eye Charka and its energy. PAPER LABEL SHOULD BE REMOVED BEFORE LIGHTING!,AzureGreen,Metaphysical Supplies,"Chakra Pillars,Chakra Candles,Chakra, Meditation, & Reiki Products,Chakra & Reiki,All Crystal Journey Candles,All Candles & Candle Accessories,Earth Relics,Illuminations,The Way to Resonance",TRUE,Title,Default Title,CPC3THI,771,shopify,8,deny,azuregreen,72.42,,TRUE,TRUE,,https://www.azuregreen.net/images/CPC3THI.jpg,1,"Third Eye Chakra pillar candle 3"" x 6""",FALSE,active
