Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Status
bblobon-of-blood-bones-by-kate-freuler,Of Blood & Bones by Kate Freuler,"Shadow magick occupies a critical but often misunderstood role in the rich history of witchcraft. This book explores topics such as the ethical use of animal parts and bones, blood magick, dark moon energy, and other rarely discussed aspects of witchcraft. With a focus on ethically sourcing materials and suggestions for plant-based substitutions, author Kate Freuler provides much-needed information and hands-on techniques to help you strengthen your witchcraft practice, connect to nature, protect yourself (and your kith and kin), and know yourself in a deep way. Within these pages, you will also discover methods for hexing, scrying, sex magick, and working with dark deities in addition to the magickal use of graveyard dirt and performing spells to assist the crossing of a dying loved ones. 5.9 x 0.8 x 8.9 Paperback book with 312 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BBLOBON,589,shopify,5,deny,azuregreen,43.04,,TRUE,TRUE,,https://www.azuregreen.net/images/BBLOBON.jpg,1,Of Blood & Bones by Kate Freuler,FALSE,active
bboocelm-book-of-celtic-magic-by-kristoffer-hughes,Book of Celtic Magic by Kristoffer Hughes,"Delve into the depths of a magical current that spans over two thousand years. The Book of Celtic Magic provides the unsurpassed power of practical magic and the transformative forces of ancient Celtica.  Druid priest Kristoffer Hughes invites you to explore the pantheon, myths, and magic of his native Wales. Discover the magical allies, the gods and goddesses, and the spirits of place that form the foundation of this vibrant tradition. Practice rituals that draw you closer to the divine energy of the trees, plants, and animals that surround you. Work with spells, conjurations, invocations, and magical tools that have been developed and refined from genuine Celtic sources. Complete with exercises and a glossary of terms, this step-by-step guide is a definitive source of authentic Celtic magic.",AzureGreen,Metaphysical Supplies,"Celtic, Druidry & Nature,All Books & Journals,Viking & Celtic Products,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BBOOCELM,544,shopify,7,deny,azuregreen,49.84,,TRUE,TRUE,,https://www.azuregreen.net/images/BBOOCELM.jpg,1,Book of Celtic Magic by Kristoffer Hughes,FALSE,active
bbooprawc-book-of-practical-witchcraft-by-pamela-ball,Book of Practical Witchcraft by Pamela Ball,"The book of practical witchcraft is a guide to ethical spell-work. A practical witchcraft guide to help you become a competent, confident castor of spells. Including an extensive collection of traditional spells, techniques, and correspondences. Helping you attract positive friendships, love, and luck as well as promote healing, building a career, and achieving protection. Discover the tools, you will need, how to consecrate them, and the rituals to manifest your deepest held wishes. A 7 x 8.5 paperback book with 128 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",FALSE,Title,Default Title,BBOOPRAWC,362,shopify,0,deny,azuregreen,29.44,,TRUE,TRUE,,https://www.azuregreen.net/images/BBOOPRAWC.jpg,1,Book of Practical Witchcraft by Pamela Ball,FALSE,active
bboospep-book-of-spells-powerful-magic-by-pamela-ball,"Book of Spells, Powerful Magic by Pamela Ball","Become a competent, confident spell-worker with this practical guide to witchcraft. Containing an extensive collection of traditional spells and techniques, this book will help readers attract positive friendships, love and luck as well as promote healing, careers and protection. The Book of Spells is an essential reference for anyone wishing to master the incredible art of magic and spell-making. 5.9"" x 9.1"" Paperback book with 256 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BBOOSPEP,408,shopify,7,deny,azuregreen,29.44,,TRUE,TRUE,,https://www.azuregreen.net/images/BBOOSPEP.jpg,1,"Book of Spells, Powerful Magic by Pamela Ball",FALSE,active
bboospev-book-of-spells-vintage-edition-by-nicola-depulford,Book of Spells vintage edition by Nicola DePulford,"The perfect gift book, coffee table book, or purchase for any modern-day witch this ""recipe-style"" book presents spells from many different times and cultures. They include ancient Egyptian, Babylonian, Persian, Mayan, North American Indian, and Druidic charms, potions, dances, and incantations for looking and feeling one's best, for catching and keeping a mate, for enhancing fertility, for repelling unwanted suitors, for gaining a measure of fame and fortune, for protecting against bad luck, and much more. A 5.75"" x 7.75"" paperback book with 144 pages",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",FALSE,Title,Default Title,BBOOSPEV,317,shopify,0,deny,azuregreen,43.04,,TRUE,TRUE,,https://www.azuregreen.net/images/BBOOSPEV.jpg,1,Book of Spells vintage edition by Nicola DePulford,FALSE,active
bbrihis-brigid-history-mystery-magick-by-courtney-weber,"Brigid, History, Mystery, & Magick by Courtney Weber","Brigid's mother, daughter, healer, bard, warrior, fire goddess, goddess of the oak, animals, and magic. Brigid of the spring, her festival Imbolc, oversees fertility of all kinds. Brigid is many things to many people. In this enticing book, Courtney Weber offers up a wide-ranging exposition and celebration of all things Brigid, who is arguably the most popular figure in Celtic mythology and religion. Meet Brigid in her various incarnations Celtic Pagan Goddess, Christian Saint, and Voudon Loa. Each chapter ends with guided meditations and exercises that help readers tap into Brigid's healing powers. A 6.2"" x 9.2"" paperback book with 256 pages.",AzureGreen,Metaphysical Supplies,"Paganism & Wicca,Celtic, Druidry & Nature,All Books & Journals,Viking & Celtic Products,Gods & Goddesses,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BBRIHIS,453,shopify,8,deny,azuregreen,42.95,,TRUE,TRUE,,https://www.azuregreen.net/images/BBRIHIS.jpg,1,"Brigid, History, Mystery, & Magick by Courtney Weber",FALSE,active
bcasbox-cash-box-conjure-hoodoo-spells-by-phoenix-lefae,"Cash Box Conjure, Hoodoo Spells by Phoenix LeFae","Cash Box Conjure is a veritable treasure-trove of down-home money-magic and prosperity spells. Learn old-school hoodoo methods for drawing luck and increasing cash flow in your home or business, as well as how to get that winning edge in gambling, lottery play, or at the casinos. With more than 100 rituals and recipes for financial abundance, this book tells you how to use authentic African-American candle lights, money mojos, floor washes, roots, herbs, and magical talismans to bring in and retain the wealth you want. A paperback book with 96 pages.",AzureGreen,Metaphysical Supplies,"Voodoo, Hoodoo & Santeria,All Books & Journals,Abundance, Prosperity, & Money,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCASBOX,181,shopify,6,deny,azuregreen,33.89,,TRUE,TRUE,,https://www.azuregreen.net/images/BCASBOX.jpg,1,"Cash Box Conjure, Hoodoo Spells by Phoenix LeFae",FALSE,active
bcatmag-cat-magick-hc-by-minerva-radcliffe,Cat Magick (hc) by Minerva Radcliffe,"Incorporate feline energy into your spell and ritual work with this beautifully illustrated guide. Cat Magick invites you to bolster your magickal practice by embracing your wild feminine and developing the bond with your feline familiar. Learn about the centuries-long veneration of cats; feline history, myths, legends, and folklore; and the distinctions between familiars, guides, and messengers. Open yourself up to Cat Magick and elevate your relationship with felines into one full of unity and mysticism. A 5.75"" x 7.8"" hardcover book with 160 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCATMAG,453,shopify,7,deny,azuregreen,45.31,,TRUE,TRUE,,https://www.azuregreen.net/images/BCATMAG.jpg,1,Cat Magick (hc) by Minerva Radcliffe,FALSE,active
bcellord-celtic-lore-and-spellcraft-of-the-dark-goddess-by-stephanie-woodfield,Celtic Lore and Spellcraft of the Dark Goddess by Stephanie Woodfield,"Invoke the Morrigan, the Celtic embodiment of victory, strength, and the power of the Divine feminine for transformation and self-empowerment with the Celtic Lore and Spellcraft of the Dark Goddess.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,Celtic, Druidry & Nature,All Books & Journals,Viking & Celtic Products,Gods & Goddesses,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCELLORD,952,shopify,7,deny,azuregreen,54.38,,TRUE,TRUE,,https://www.azuregreen.net/images/BCELLORD.jpg,1,Celtic Lore and Spellcraft of the Dark Goddess by Stephanie Woodfield,FALSE,active
bcelmag-celtic-magic-by-d-j-conway,Celtic Magic by D J Conway,"Explore the world of Celtic Magic by D J Conway, a mystical tradition firmly rooted in history as well as in present day, with this book. Within you will find methods of spellwork, ritual, meditation, and divination all derived from Celtic roots.",AzureGreen,Metaphysical Supplies,"Celtic, Druidry & Nature,All Books & Journals,Viking & Celtic Products,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCELMAG,136,shopify,8,deny,azuregreen,22.64,,TRUE,TRUE,,https://www.azuregreen.net/images/BCELMAG.JPG,1,Celtic Magic by D J Conway,FALSE,active
bchaapp-chaos-apple-by-thumper-forge,Chaos Apple by Thumper Forge,"Learn to bend belief like a spoon, craft sigils that make the universe giggle, and summon parking spots with the grace of a sorcerer. With a wink and a cackle, Forge teaches you to embrace the absurd, harness the power of paradigm parkour, and discover why sometimes the most powerful magic comes with a side of laughter.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCHAAPP,317,shopify,30,deny,azuregreen,38.51,,TRUE,TRUE,,https://www.azuregreen.net/images/BCHAAPP.jpg,1,Chaos Apple by Thumper Forge,FALSE,active
bchaspe-charms-spells-and-formulas-by-ray-malbrough,"Charms, Spells and Formulas by Ray Malbrough","Revealing to you the secrets of Hoodoo magick, Charms, Spells and Formulas by Ray Malbrough helps you learn how to use the simple materials of nature to bring positive benefits to your life.",AzureGreen,Metaphysical Supplies,"Voodoo, Hoodoo & Santeria,All Books & Journals,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCHASPE,272,shopify,10,deny,azuregreen,31.71,,TRUE,TRUE,,https://www.azuregreen.net/images/BCHASPE.JPG,1,"Charms, Spells and Formulas by Ray Malbrough",FALSE,active
bcomboofm-complete-book-of-north-american-folk-magic-by-cory-thomas-hutcheson,Complete Book of North American Folk Magic by Cory Thomas Hutcheson,"Twenty plus diverse traditions from New England to the West Coast. Drawing on the expertise of twenty-four renowned practitioners, this book features contemporary folk traditions from all over North America. Diverse as the landscapes they thrive on, these authentic practices will expand your worldview and inspire you to enrich your own spirituality. Explore the history, tools, and spiritual beliefs of many different paths of folk magic from Mexica, the United States, and Canada. You'll tour the continent's rich and varied cultures region by region, taking an insider's look at more than twenty traditions. An 8"" x 10"" paperback book with 384 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,Spirituality, Angels, & Spirits,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCOMBOOFM,997,shopify,14,deny,azuregreen,67.98,,TRUE,TRUE,,https://www.azuregreen.net/images/BCOMBOOFM.jpg,1,Complete Book of North American Folk Magic by Cory Thomas Hutcheson,FALSE,active
bcomwit-complete-book-of-witchcraft-by-raymond-buckland,Complete book of Witchcraft by Raymond Buckland,"Used to train hundreds of covens and initiates, Buckland's Complete Book of Witchcraft by Raymond Buckland has long been viewed as one of the leading authorities on Witchcraft and Magick. 2nd edition.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCOMWIT,1088,shopify,21,deny,azuregreen,56.64,,TRUE,TRUE,,https://www.azuregreen.net/images/BCOMWIT.JPG,1,Complete book of Witchcraft by Raymond Buckland,FALSE,active
bconmag-container-magic-by-charity-l-bedell,Container Magic by Charity L Bedell,"Capture the magic within using Charity L. Bedell's original workings rooted in Conjure, Hoodoo, European folk magic, and modern witchcraft. She lays out the basics for using containers and shares extensive resources, making it easy to work magic with whatever supplies you have on hand. This book teaches you how to choose the right container, fill it for specific purposes, and cleanse and dispose of materials. You'll discover packets and poppets for short-term goals, charm bags for money magic, and witch balls for long-term protection. Featuring herbal and crystal correspondences, incense and oil formulas, and more, this is the spellbook you've always wanted. A 5.1 x 6.6 paperback book with 368 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCONMAG,362,shopify,2,deny,azuregreen,45.31,,TRUE,TRUE,,https://www.azuregreen.net/images/BCONMAG.jpg,1,Container Magic by Charity L Bedell,FALSE,active
bcropat-crooked-path-by-kelden,Crooked Path by Kelden,"Within these pages discover a wealth of hands-on tips and techniques to begin your journey into the realm of Traditional Witchcraft. Learn to weave a powerful personal practice that is informed by folklore and grounded in your own location and natural landscape. Along the way you will find valuable information regarding the tools, rituals, and spells of this fascinating tradition, together with lessons on connecting with deities, familiar spirits, ancestors, and the spirits of place. With supportive advice and encouragement, Kelden provides everything you need to successfully navigate your own path, helping you master even advanced practices such as hedge-crossing as you transform your day-today experience into a life filled with magic and spirit. A 5.9"" x 8.9"" paperback book with 240 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BCROPAT,362,shopify,10,deny,azuregreen,40.78,,TRUE,TRUE,,https://www.azuregreen.net/images/BCROPAT.jpg,1,Crooked Path by Kelden,FALSE,active
bdargodm-dark-goddess-magick-by-c-ara-cambell,Dark Goddess Magick by C Ara Cambell,"Dark Goddess Magick introduces 20 of the most powerful shadow goddesses and guidance on how to connect with them. Light magick is all well and good, but sometimes you can't just ""love and light"" your way through challenging circumstances. The potent shadow goddesses you meet here, however, can guide you through the darkness. Authored by Ara Campbell of the wildly popular Goddess Circle school and community, each dark goddess entry includes spells, invocations, and practices to utilize the goddess's magick and wisdom for embodying strength, setting boundaries, and transforming your life. A 6.75"" x 8.8"" Paperback book with 192 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Gods & Goddesses,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BDARGODM,544,shopify,9,deny,azuregreen,56.64,,TRUE,TRUE,,https://www.azuregreen.net/images/BDARGODM.jpg,1,Dark Goddess Magick by C Ara Cambell,FALSE,active
bdelhoo-deliverance-hoodoo-spells-by-khi-armand,"Deliverance, Hoodoo Spells by Khi Armand","Hoodoo Spells of uncrossing, healing, and protection. Using tools and techniques from the Southern Conjure tradition, this practical, down-to-earth guide teaches you how to use uncrossing spells to take off rootwork, clean up old messes, heal emotional wounds, and protect yourself and your family. Learn how to remediate magical curses and self-sabotaging patterns of life as you harness your dreams to achieve spiritual healing and open your roads to success! No matter the circumstance, Deliverance is yours today! A paperback book with 96 pages.",AzureGreen,Metaphysical Supplies,"Voodoo, Hoodoo & Santeria,All Books & Journals,Protection & Cleansing,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BDELHOO,181,shopify,9,deny,azuregreen,33.89,,TRUE,TRUE,,https://www.azuregreen.net/images/BDELHOO.jpg,1,"Deliverance, Hoodoo Spells by Khi Armand",FALSE,active
bearmag-earth-magick-hc-by-cheralyn-darcey,Earth Magick (hc) by Cheralyn Darcey,"Explore the magical qualities and healing power of plants with this beautiful collection of spells. Plants have the ability to heal, comfort and nourish, and hold ancient energies that have been used to create magic spells throughout time. Tap into this magical power to facilitate change and find the support and inspiration you seek. In addition to spells for everything from protection, love and relationships to self-care and modern life, the collection also features guidance on spellcasting and spell crafting including how to write and cast your own spells. Hardcover book",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,Mind, Body, Soul & New Age,Tarot & Oracle Deck Sets & Starter Kits,All Divination,Celtic, Druidry & Nature,All Books & Journals,All Tarot & Oracle Decks and Sets,Ritual Tools,Divination Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BEARMAG,1043,shopify,11,deny,azuregreen,61.09,,TRUE,TRUE,,https://www.azuregreen.net/images/BEARMAG.jpg,1,Earth Magick (hc) by Cheralyn Darcey,FALSE,active
bevemag-everyday-magic-by-dorothy-morrison,Everyday Magic by Dorothy Morrison,"Everyday Magic updates the ancient arts to fit your busy lifestyle. It promotes the use of modern convenience items as viable magical tools, and it incorporates the use of easy-to-find spell ingredients, most of which are already in your kitchen cabinet. It discusses the items and forces that boost magical work, as well as offering a multitude of time-saving tips and a large assortment of recipes for creating your own incenses, potions, and powders. More than 300 spells and rituals cover the everyday concerns of the modern practitioner. A 5.2"" x 8.2"" paperback book with 336 pages.",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,Books for Beginners,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BEVEMAG,453,shopify,2,deny,azuregreen,38.51,,TRUE,TRUE,,https://www.azuregreen.net/images/BEVEMAG.jpg,1,Everyday Magic by Dorothy Morrison,FALSE,active
bfermag-feral-magick-by-denny-sargent,Feral Magick by Denny Sargent,"Practicing feral magick will lead you to form deeper intuitive bonds with your animal allies and to find the inherent power you already possess. The operating principles of intuitive spiritual animistic practices will enable you to better acknowledge and engage with all sorts of woodland spirits and will remind you that you, too, are a spirit of nature. A paperback book with 208 pages",AzureGreen,Metaphysical Supplies,"Spellcraft, Witchcraft & Magic,All Books & Journals,Ritual Tools,Esoteric Manuscripts,The Way to Resonance",TRUE,Title,Default Title,BFERMAG,317,shopify,5,deny,azuregreen,38.42,,TRUE,TRUE,,https://www.azuregreen.net/images/BFERMAG.jpg,1,Feral Magick by Denny Sargent,FALSE,active
