Handle,Title,Body (HTML),Vendor,Type,Tags,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,Status
c4br-1-2-brown-chime-candle-20-pack,"1/2"" Brown Chime candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Brown 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C4BR,317,shopify,58,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4BR.jpg,1,"1/2"" Brown Chime candle 20 pack",FALSE,active
c4db-1-2-dark-blue-chime-candle-20-pack,"1/2"" Dark Blue Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Blue 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C4DB,317,shopify,72,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4DB.JPG,1,"1/2"" Dark Blue Chime Candle 20 pack",FALSE,active
c4eg-1-2-emerald-green-chime-candle-20-pack,"1/2"" Emerald Green Chime candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Emerald Green 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C4EG,317,shopify,14,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4EG.jpg,1,"1/2"" Emerald Green Chime candle 20 pack",FALSE,active
c4go-1-2-gold-chime-candle-20-pack,"1/2"" Gold Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Gold 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",FALSE,Title,Default Title,C4GO,317,shopify,0,deny,azuregreen,92.82,,TRUE,TRUE,,https://www.azuregreen.net/images/C4GO.JPG,1,"1/2"" Gold Chime Candle 20 pack",FALSE,active
c4lb-1-2-light-blue-chime-candle-20-pack,"1/2"" Light Blue Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Light Blue 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C4LB,317,shopify,24,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4LB.JPG,1,"1/2"" Light Blue Chime Candle 20 pack",FALSE,active
c4lv-1-2-lavender-chime-candle-20-pack,"1/2"" Lavender Chime candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Lavendar 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C4LV,317,shopify,84,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4LV.jpg,1,"1/2"" Lavender Chime candle 20 pack",FALSE,active
c4og-1-2-orange-chime-candle-20-pack,"1/2"" Orange Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Orange 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C4OG,317,shopify,52,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4OG.JPG,1,"1/2"" Orange Chime Candle 20 pack",FALSE,active
c4pg-1-2-dark-green-chime-candle-20-pack,"1/2""Dark Green Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Dark Green 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C4PG,317,shopify,71,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4PG.JPG,1,"1/2""Dark Green Chime Candle 20 pack",FALSE,active
c4pk-1-2-pink-chime-candle-20-pack,"1/2"" Pink Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Pink 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,Best Sellers,All Candles & Candle Accessories,Illuminations,The Way to Resonance",FALSE,Title,Default Title,C4PK,317,shopify,0,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4PK.JPG,1,"1/2"" Pink Chime Candle 20 pack",FALSE,active
c4pp-1-2-purple-chime-candle-20-pack,"1/2"" Purple Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Purple 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C4PP,317,shopify,73,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4PP.JPG,1,"1/2"" Purple Chime Candle 20 pack",FALSE,active
c4rd-1-2-red-chime-candle-20-pack,"1/2"" Red Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Red 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,Love & Relationships,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C4RD,317,shopify,88,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4RD.JPG,1,"1/2"" Red Chime Candle 20 pack",FALSE,active
c4si-1-2-silver-chime-candle-20-pack,"1/2"" Silver Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Silver 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",FALSE,Title,Default Title,C4SI,317,shopify,0,deny,azuregreen,92.82,,TRUE,TRUE,,https://www.azuregreen.net/images/C4SI.JPG,1,"1/2"" Silver Chime Candle 20 pack",FALSE,active
c4wt-1-2-white-chime-candle-20-pack,"1/2"" White Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. White 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,Best Sellers,All Candles & Candle Accessories,Illuminations,The Way to Resonance",FALSE,Title,Default Title,C4WT,317,shopify,0,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4WT.JPG,1,"1/2"" White Chime Candle 20 pack",FALSE,active
c4ye-1-2-yellow-chime-candle-20-pack,"1/2"" Yellow Chime Candle 20 pack","Introducing our 4"" spell chime candle, the perfect addition to your spiritual rituals and spellcasting. With their compact size, they are ideal for focused intentions and can be easily incorporated into any spellwork or meditation practice. Light up your intentions with our 4"" spell chime candles and let the power of candle magic guide you on your spiritual journey. Yellow 4"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",FALSE,Title,Default Title,C4YE,317,shopify,0,deny,azuregreen,27.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C4YE.JPG,1,"1/2"" Yellow Chime Candle 20 pack",FALSE,active
c5a-1-2-dia-5-long-assorted-chime-candle-100-pack,"1/2"" dia 5"" long Assorted chime candle 100 pack","A box of 100 multi-colored chime candles. Comes with 10 of each color for all of your uses. 1/2"" wide and 5"" long. assorted chimes in Red, Orange, Yellow, Light Blue, Dark Blue, Purple, Pink, Black and White. A rainbow of colors in a convenient display box.",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C5A,1814,shopify,35,deny,azuregreen,79.22,,TRUE,TRUE,,https://www.azuregreen.net/images/C5AAA.jpg,1,"1/2"" dia 5"" long Assorted chime candle 100 pack",FALSE,active
c5bk-1-2-dia-5-long-black-chime-candle-20-pack,"1/2"" dia 5"" long Black chime candle 20 pack","This is a box of 20 black 5"" chime candles. These black chime candles are great for all manner of protection, balancing spells and rituals. 5"" x 1/2"" Made in India",AzureGreen,Metaphysical Supplies,"Chime Candles,Protection & Cleansing,All Candles & Candle Accessories,Illuminations,The Way to Resonance",FALSE,Title,Default Title,C5BK,362,shopify,0,deny,azuregreen,18.02,,TRUE,TRUE,,https://www.azuregreen.net/images/C5BKK.jpg,1,"1/2"" dia 5"" long Black chime candle 20 pack",FALSE,active
c5ch-1-2-dia-5-long-chakra-chime-candle-20-pack,"1/2"" dia 5"" long Chakra chime candle 20 pack","This is a box of 20 Chakra colored 5"" chime candles. Contains 2 of each of red, orange, yellow, light blue, and 3 of each of green, dark blue, purple and white, 5"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,Chakra Candles,Chakra, Meditation, & Reiki Products,Chakra & Reiki,All Candles & Candle Accessories,Illuminations,The Way to Resonance",FALSE,Title,Default Title,C5CH,362,shopify,0,deny,azuregreen,18.02,,TRUE,TRUE,,https://www.azuregreen.net/images/C5CHHH.jpg,1,"1/2"" dia 5"" long Chakra chime candle 20 pack",FALSE,active
c5re-1-2-dia-5-long-red-chime-candle-20-pack,"1/2"" dia 5"" long Red chime candle 20 pack","This is a box of 20 Red 5"" chime candles. The color of the element of fire, and often used in magic to invoke passion, love, and desire. Red Chime candles offer a powerful influence within your own candle magic rituals and spells. 5"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,Love & Relationships,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C5RE,362,shopify,19,deny,azuregreen,18.02,,TRUE,TRUE,,https://www.azuregreen.net/images/C5REE.jpg,1,"1/2"" dia 5"" long Red chime candle 20 pack",FALSE,active
c5wh-1-2-dia-5-long-white-chime-candle-20-pack,"1/2"" dia 5"" long White chime candle 20 pack","This is a box of 20 white 5"" chime candles. The color of purity and peace, White Chime candles are great for invoking happiness, strength, and can be used to add to the potency of protection spells. 5"" x 1/2""",AzureGreen,Metaphysical Supplies,"Chime Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",FALSE,Title,Default Title,C5WH,362,shopify,0,deny,azuregreen,18.02,,TRUE,TRUE,,https://www.azuregreen.net/images/C5WHH.jpg,1,"1/2"" dia 5"" long White chime candle 20 pack",FALSE,active
c6bk-black-6-household-candle,"Black 6"" household candle","Though also used for decoration, in power outages, and a variety of other reasons, these black candles are of great use within your candle magic and other spells. Used for release, protection, and banishing. 6"" x 3/4"". Sold individually and from the U.S.A",AzureGreen,Metaphysical Supplies,"Household & Taper Candles,Best Sellers,Protection & Cleansing,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C6BK,54,shopify,150,deny,azuregreen,3.40,,TRUE,TRUE,,https://www.azuregreen.net/images/C6BK.JPG,1,"Black 6"" household candle",FALSE,active
c6bk36-set-of-36-black-6-household-candle,"(set of 36) Black 6"" household candle","Though also used for decoration, in power outages, and a variety of other reasons, these black candles are of great use within your candle magic and other spells. Used for release, protection, and banishing. 6"" x 3/4"". Sold in a box of 36 and from the U.S.A",AzureGreen,Metaphysical Supplies,"Household & Taper Candles,Sets & Multiple Bulk Items,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C6BK36,1451,shopify,29,deny,azuregreen,95.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C636.jpg,1,"(set of 36) Black 6"" household candle",FALSE,active
c6bl-blue-6-household-candle,"Blue 6"" Household Candle","Representative of the element of water, blue candles are often used within candle magic and various other spells in seeking truth, healing, and meditaion. 6"" x 3/4"". Sold individually and from the U.S.A",AzureGreen,Metaphysical Supplies,"Household & Taper Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C6BL,54,shopify,84,deny,azuregreen,3.40,,TRUE,TRUE,,https://www.azuregreen.net/images/C6BL.JPG,1,"Blue 6"" Household Candle",FALSE,active
c6bl36-set-of-36-blue-6-household-candle,"(set of 36) Blue 6"" household candle","Representative of the element of water, blue household candles are often used within candle magic and various other spells in seeking truth, healing, and meditaion. 6"" x 3/4"". Sold in a box of 36 and from the U.S.A",AzureGreen,Metaphysical Supplies,"Household & Taper Candles,Sets & Multiple Bulk Items,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C6BL36,1451,shopify,63,deny,azuregreen,95.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C636.jpg,1,"(set of 36) Blue 6"" household candle",FALSE,active
c6br-brown-6-household-candle,"Brown 6"" Household Candle","Frequently used to represent the element of earth, brown candles are of great use in candle magic and other rituals when you are seeking balance, grounding and stability. 6"" x 3/4"". Sold individually and from the U.S.A",AzureGreen,Metaphysical Supplies,"Household & Taper Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C6BR,54,shopify,235,deny,azuregreen,3.40,,TRUE,TRUE,,https://www.azuregreen.net/images/C6BR.JPG,1,"Brown 6"" Household Candle",FALSE,active
c6br36-set-of-36-brown-6-household-candle,"(set of 36) Brown 6"" household candle","Frequently used to represent the element of earth, brown candles are of great use in candle magic and other rituals when you are seeking balance, grounding and stability. 6"" x 3/4"". Sold in a box of 36 and from the U.S.A",AzureGreen,Metaphysical Supplies,"Household & Taper Candles,Sets & Multiple Bulk Items,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C6BR36,1451,shopify,36,deny,azuregreen,95.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C636.jpg,1,"(set of 36) Brown 6"" household candle",FALSE,active
c6g-green-6-household-candle,"Green 6"" Household candle","These green candles are great for invoking the verdant fertility of the earth. Use them to empower your spells of money drawing, seek positivity, change, prosperity, luck, and fertility. 6"" x 3/4"". Sold individually and from the U.S.A.",AzureGreen,Metaphysical Supplies,"Household & Taper Candles,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C6G,54,shopify,164,deny,azuregreen,3.40,,TRUE,TRUE,,https://www.azuregreen.net/images/C6G.JPG,1,"Green 6"" Household candle",FALSE,active
c6g36-set-of-36-green-6-household-candle,"(set of 36) Green 6"" household candle","These green candles are great for invoking the verdant fertility of the earth. Use them to empower your spells of money drawing, seek positivity, change, prosperity, luck, and fertility. 6"" x 3/4"". Sold in a box of 36 and from the U.S.A",AzureGreen,Metaphysical Supplies,"Household & Taper Candles,Sets & Multiple Bulk Items,All Candles & Candle Accessories,Illuminations,The Way to Resonance",TRUE,Title,Default Title,C6G36,1451,shopify,42,deny,azuregreen,95.09,,TRUE,TRUE,,https://www.azuregreen.net/images/C636.jpg,1,"(set of 36) Green 6"" household candle",FALSE,active
